Product_ID,Community_ID
316509,0
364272,0
478494,0
360896,0
64395,0
492648,0
314239,0
548300,0
546558,0
214334,0
151322,0
545488,0
243943,0
372561,0
125098,0
340798,0
57152,0
142983,0
133805,0
226734,0
379498,0
128769,0
504844,0
322927,0
21346,0
546195,0
517806,0
464312,0
279411,0
539229,0
465939,0
502801,0
518378,0
430599,0
35873,0
120260,0
533192,0
427012,0
196349,0
60927,0
228346,0
144771,0
179925,0
268688,0
270307,0
218831,0
152239,0
538439,0
418588,0
160019,0
431319,0
101141,0
257604,0
16652,0
535278,0
449433,0
225473,0
61656,0
4200,0
97556,0
359430,0
469357,0
230318,0
20837,0
394036,0
137703,0
33382,0
316530,0
544089,0
373917,0
530104,0
60144,0
544613,0
405437,0
546190,0
41847,0
194150,0
370045,0
57777,0
543078,0
449853,0
176137,0
545447,0
125290,0
272629,0
381862,0
196964,0
546508,0
162900,0
17351,0
435529,0
546124,0
154762,0
141398,0
514670,0
143313,0
545821,0
435124,0
291397,0
130613,0
547688,0
193601,0
143208,0
544549,0
322105,0
545670,0
538483,0
19020,0
163817,0
181884,0
490651,0
542983,0
195724,0
73717,0
82794,0
544424,0
90047,0
431739,0
279855,0
10951,0
117916,0
299974,0
15969,0
6525,0
480818,0
220462,0
290302,0
492815,0
545113,0
547596,0
518909,0
347177,0
530280,0
375719,0
545594,0
83360,0
70865,0
33187,0
538140,0
518513,0
548425,0
547219,0
130719,0
134402,0
255728,0
109200,0
546400,0
542349,0
58155,0
350181,0
160640,0
526881,0
301424,0
362216,0
287447,0
59548,0
331895,0
536284,0
359454,0
150161,0
529848,0
531243,0
213603,0
392188,0
34493,0
545256,0
207360,0
271528,0
545247,0
137583,0
335391,0
49602,0
545407,0
186107,0
384816,0
431106,0
514639,0
54195,0
387553,0
190147,0
103023,0
532304,0
300080,0
258834,0
283950,0
138337,0
543372,0
15841,0
421232,0
102840,0
366974,0
548268,0
427737,0
282743,0
147230,0
366870,0
192526,0
70448,0
251637,0
155687,0
150053,0
525723,0
445741,0
315925,0
530895,0
265882,0
208390,0
134396,0
514920,0
24130,0
459399,0
292246,0
93678,0
533237,0
223339,0
460951,0
20056,0
21354,0
350233,0
414390,0
436265,0
356314,0
545957,0
1498,0
547586,0
542209,0
443234,0
232086,0
340534,0
386060,0
301135,0
181743,0
310314,0
422217,0
131767,0
331986,0
125070,0
199844,0
278571,0
489892,0
238847,0
508842,0
546285,0
257115,0
543311,0
103796,0
95816,0
229141,0
302482,0
546663,0
543765,0
34294,0
255654,0
504646,0
544183,0
503075,0
426658,0
316861,0
163380,0
260925,0
517216,0
48671,0
531443,0
258266,0
546437,0
494949,0
268600,0
301991,0
154521,0
397414,0
425641,0
283296,0
46712,0
131307,0
231086,0
547262,0
67088,0
522244,0
130460,0
88703,0
484745,0
262411,0
517246,0
546759,0
108420,0
384377,0
268713,0
135306,0
15670,0
384337,0
21347,0
383973,0
207610,0
144775,0
547615,0
75463,0
282701,0
390279,0
150088,0
238099,0
1137,0
537654,0
108107,0
250709,0
319727,0
454503,0
531797,0
165407,0
546754,0
428207,0
13536,0
537232,0
84416,0
207045,0
183864,0
316261,0
20892,0
215419,0
240228,0
375763,0
29852,0
135957,0
84229,0
8401,0
510216,0
546507,0
13647,0
268202,0
62289,0
106987,0
184847,0
141869,0
545127,0
543443,0
2219,0
162963,0
113241,0
438167,0
69397,0
73324,0
307646,0
418820,0
164826,0
301371,0
501963,0
423222,0
247075,0
318741,0
503270,0
456202,0
8442,0
35112,0
182974,0
271137,0
195609,0
302419,0
145485,0
477035,0
148131,0
58704,0
402589,0
129614,0
59019,0
110156,0
532980,0
61462,0
163576,0
39350,0
287631,0
541421,0
427379,0
546445,0
122579,0
73634,0
323005,0
472340,0
547537,0
187321,0
482395,0
114054,0
259299,0
217064,0
44826,0
512240,0
338544,0
9534,0
388312,0
426673,0
202043,0
363107,0
461887,0
548261,0
294599,0
94530,0
542141,0
35836,0
545140,0
167305,0
185706,0
276134,0
544076,0
426697,0
419086,0
521114,0
115629,0
183278,0
541985,0
251572,0
6628,0
308115,0
328306,0
61051,0
310576,0
230024,0
500290,0
14371,0
180689,0
417892,0
548024,0
44802,0
547318,0
430042,0
297362,0
450606,0
489769,0
490694,0
113139,0
322747,0
273921,0
25526,0
387265,0
547218,0
269211,0
492650,0
545022,0
145275,0
83119,0
155625,0
319157,0
385980,0
540459,0
546842,0
379649,0
526484,0
499208,0
472819,0
547433,0
124994,0
332291,0
267195,0
545627,0
275821,0
242446,0
83692,0
511361,0
283201,0
260397,0
123207,0
208604,0
84763,0
417316,0
532554,0
548139,0
201483,0
15036,0
246830,0
548363,0
299175,0
313374,0
217365,0
498652,0
97744,0
285329,0
252794,0
544606,0
60843,0
109782,0
453601,0
492825,0
104869,0
435882,0
183731,0
303087,0
254116,0
429819,0
297571,0
542371,0
36162,0
139482,0
349608,0
184293,0
545758,0
489661,0
103790,0
508417,0
7265,0
302913,0
44827,0
109839,0
337507,0
332330,0
132918,0
350855,0
545340,0
432437,0
245891,0
546078,0
219842,0
30129,0
488048,0
154219,0
466943,0
406269,0
174826,0
544658,0
36689,0
465296,0
102625,0
386576,0
544963,0
496465,0
153731,0
215513,0
218616,0
544533,0
495462,0
545671,0
547054,0
542301,0
309492,0
366334,0
272609,0
260646,0
156066,0
204594,0
56427,0
276202,0
43910,0
301770,0
109813,0
239545,0
106479,0
394867,0
546905,0
546073,0
18509,0
205822,0
250615,0
212000,0
177101,0
536576,0
152781,0
519248,0
113687,0
328316,0
331754,0
75249,0
527749,0
135449,0
543193,0
207545,0
219816,0
151327,0
74860,0
544425,0
115051,0
76082,0
136003,0
547694,0
444122,0
395683,0
268135,0
498861,0
59073,0
432508,0
124979,0
472345,0
13081,0
516840,0
184759,0
546824,0
36427,0
219435,0
177367,0
439655,0
166857,0
491424,0
227929,0
15758,0
73963,0
547630,0
545529,0
122003,0
150411,0
6630,0
169662,0
204328,0
485749,0
411949,0
101303,0
493466,0
352945,0
